Group1,Group2,Prop1,Prop2,Diff,chi2,p_value,cramers_v,p_adjusted,significant,Comparison
0,2,0.22126104788862572,0.22418358340688438,-0.002922535518258662,1.3334678571064384,0.24818921821613646,0.0027805097481405495,0.7445676546484093,False,0 vs 2
0,1,0.22126104788862572,0.27140516181892665,-0.05014411393030094,190.07215944972717,3.0660568920775007e-43,0.035230875931405496,9.198170676232502e-43,True,0 vs 1
2,1,0.22418358340688438,0.27140516181892665,-0.047221578412042275,125.44593553913279,4.0651576541815545e-29,0.05078662727909765,1.2195472962544664e-28,True,2 vs 1
