變數,係數,標準誤,z值,p值,Odds_Ratio,CI_下界,CI_上界,OR_CI_下界,OR_CI_上界,顯著,星號
const,-0.9289555458327153,0.02597785932388155,-35.759510983983304,4.707349488947565e-280,0.3949660189198253,-0.9798712145029712,-0.8780398771624595,0.3753594365903386,0.4155967344751472,True,***
Cluster_Eastern,0.2772030492197569,0.021560914750741685,12.856738799091131,7.883302620640041e-38,1.3194342539331134,0.23494443283456481,0.31946166560494904,1.2648384832908786,1.376386608606745,True,***
Cluster_Southern,0.009611162609875296,0.01592763351254616,0.6034269059684608,0.546224727564766,1.0096574981604312,-0.02160642543366837,0.04082875065341896,0.9786253213025948,1.0416737043291526,False,
Review_age,-0.006385753775603641,0.0006607079925355834,-9.66501669080343,4.245507078372673e-22,0.9936345918196811,-0.007680717645271144,-0.005090789905936139,0.9923487036926507,0.994922146204015,True,***
Review_political,-0.17048471344251753,0.023886900838434685,-7.1371633597692545,9.52765914145512e-13,0.8432559800110992,-0.21730217878812913,-0.12366724809690594,0.8046867732885374,0.8836738361169837,True,***
Review_religious,-0.16910717538973502,0.020723133775193123,-8.160309016205204,3.341685508780172e-16,0.8444183976652588,-0.20972377123591912,-0.12849057954355092,0.8108081835822158,0.8794218469346033,True,***
