比較,LRT_χ²,df,p值,AIC_base,AIC_interaction,AIC_improvement,顯著
Base vs Interaction Model,0.19055956503143534,2,0.9091185434096449,168048.48147206247,168052.29091249744,-3.8094404349685647,
