模型,Log-Likelihood,AIC,BIC,國家數,群組間變異(τ₀₀),群組內變異(σ²),ICC
Null Model (兩層),-86030.91574931925,172067.8314986385,172097.73022047727,130,0.00043458602664419704,0.17465008665884826,0.002482147751590176
