交互作用項,係數,標準誤,z值,p值,Odds_Ratio,顯著
Cluster_Eastern_x_political_centered,-0.030672934737239786,0.08420978641836986,-0.3642443003578105,0.7156755888523225,0.9697927067179456,False
Cluster_Southern_x_political_centered,-0.018223838718841572,0.06382684480987554,-0.28551996848858663,0.7752458081762588,0.981941211294272,False
